Source,RA_ICRS,DE_ICRS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag
3761497761876022400,161.70689415478,-9.39937543394,99.6302414,99.3961487,99.8094025,99.6115494,99.3981781,99.8137589,10033
4608935250790855296,267.64049063092,36.57017449424,365.293182,363.876862,366.597931,365.930237,364.639038,367.077209,10033
5560886336446650240,108.30140689028,-42.40976246789,245.86821,245.298401,246.411026,245.585129,245.08223,246.182724,10033
5489780919480009472,117.41497544645,-52.12044734779,314.694794,313.694611,315.874359,314.754822,313.888794,315.58313,10033
1864885215233116032,314.26852356886,31.66101886227,434.82431,432.567413,437.150879,434.925812,432.405334,437.904816,10033
651935220461650560,125.61740338196,13.7353090275,225.960297,225.041611,226.928055,226.380249,225.231537,227.480133,10012
1612165353793791488,216.52381956465,59.44427436619,315.007599,313.869812,316.125824,315.10257,314.08551,316.292786,10022
3142847477107193344,111.50952895597,7.61577560935,291.946838,290.504425,293.465302,291.52951,289.976227,293.55481,10033
3438059369839738624,92.6640252882,30.95713303789,133.915253,133.528915,134.35791,133.977921,133.557022,134.315689,10033
2033123654092592384,294.66141313726,31.21919913686,136.477417,136.041214,136.812424,136.36554,135.865143,136.83017,10033
2054523105274216704,304.80003254372,32.58104453965,483.247375,479.92804,485.998291,483.548035,480.56369,487.368561,10022
1644692064543192704,232.14664092145,66.35870797887,126.85833,126.668381,127.079132,126.857285,126.678581,127.049835,10033
1076970406751899008,161.90900262985,71.65572224919,96.6772995,96.4388046,96.8709717,96.6945724,96.5318985,96.8635712,10021
806492023789218688,148.64311423912,40.38794129639,207.643082,206.571136,208.70079,207.264725,206.084732,208.383377,10013
727624020367528576,157.06262215204,25.57313495887,216.612244,215.906113,217.350601,216.514267,215.876297,217.220413,10013
1464700950221781504,195.98183545376,30.64014724332,242.34137,241.437408,243.505493,241.960281,241.088531,242.941467,10023
181908842994567936,78.29559292627,33.31794633424,134.895874,134.539001,135.21312,134.958237,134.60907,135.33226,10033
4534144923690481408,283.30544671894,24.12724385068,196.199463,195.764877,196.647705,196.26918,195.8582,196.792709,10033
2064327278651198336,307.85990279704,39.93891900337,206.176697,204.991348,207.621979,206.291718,205.231735,207.223434,10021
2132155017099178624,285.67929401534,50.24148992495,185.500412,185.189041,185.799225,185.452316,185.050659,185.82785,10033
2101733244046205568,291.38613317782,41.99013540916,303.608978,302.811401,304.454712,303.66806,302.671051,304.595673,10033
2130652843697474816,286.68547201359,47.09819410513,1067.45715,1055.51611,1079.90076,1067.27502,1056.69275,1079.88025,10033
2131178238457347712,286.27391468505,48.61869695361,934.838501,913.533386,957.733276,942.326416,920.830811,962.325195,10033
2077837115462974080,293.07946141371,43.07367673358,493.532532,459.081909,526.381165,482.772491,459.803467,513.607788,10033
2126597054542193536,292.02043452715,44.87624336846,939.371277,927.925415,953.137695,941.881409,930.934692,954.609985,10033
2087243952836878080,297.35934319872,49.79754708211,1141.17249,1123.87952,1159.64893,1147.81177,1130.33228,1165.52417,10033
2105663727538050688,286.28589706771,43.32050980047,557.776855,554.991577,559.99707,558.051575,555.024109,560.87854,10033
